"Selected Nomen","Native Nomen","Reporter","Reporter Name","Product","Product Name","Tariff Year","Trade Year","Trade Source","DutyType","Simple Average","Standard Deviation","Minimum Rate","Maximum Rate","Nbr of Total Lines","Nbr of DomesticPeaks","Nbr of InternationalPeaks","Imports Value in 1000 USD","Binding Coverage","Simple Tariff Line Average","Brazil"
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",1996,,,"AHS",4.98,6.52,0,40,98,1,6,,,6.76,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",1997,,,"AHS",5.49,5.11,0,20,113,0,3,,,6.03,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",1998,,,"AHS",4.09,4.74,0,20,103,0,1,,,3.42,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",1999,,,"AHS",5.33,5.62,0,23,123,0,4,,,6.36,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2000,,,"AHS",5.16,6.9,0,46.15,129,2,5,,,6.34,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2001,,,"AHS",5.82,5.21,0,23,168,0,3,,,5.95,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2002,,,"AHS",4.32,4.96,0,23,182,0,2,,,4.41,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2003,,,"AHS",4.68,5.92,0,23,97,0,6,,,5.92,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2004,,,"AHS",4.05,6.33,0,30,131,0,7,,,4.81,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2005,,,"AHS",5,7.12,0,30,171,1,17,,,5.53,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2006,,,"AHS",5.63,7.81,0,40,171,3,18,,,5.85,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2007,,,"AHS",6.03,8.49,0,30,181,0,25,,,6.19,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2008,,,"AHS",5.04,7.43,0,30,181,0,18,,,5.31,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2009,,,"AHS",3.98,6.52,0,30,169,0,13,,,4.64,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2010,,,"AHS",6.72,33.93,0,135,179,14,30,,,14.87,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2011,,,"AHS",5.94,25.88,0,135,170,17,29,,,10.63,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2012,,,"AHS",3.33,7.07,0,30,141,7,12,,,4.17,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2013,,,"AHS",6.45,22.37,0,135,173,16,29,,,10.37,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2014,,,"AHS",4.11,6.17,0,30,147,5,10,,,4.11,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2015,,,"AHS",3.11,5.27,0,30,145,3,5,,,3.16,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2016,,,"AHS",4.74,22.44,0,135,160,16,21,,,9.23,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2017,,,"AHS",3.34,6.7,0,30,107,4,8,,,3.81,
"HS","HS","","All countries  All --- All  ","01","LIVE ANIMALS",2018,,,"AHS",3.07,5.28,0,30,114,3,4,,,3.69,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",1996,,,"AHS",22.32,42.89,0,325.26,298,69,93,,,24.65,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",1997,,,"AHS",22.12,42.59,0,376.5,392,65,101,,,21.97,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",1998,,,"AHS",18.47,40.92,0,314.5,357,75,121,,,22.33,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",1999,,,"AHS",14.35,48.57,0,506.28,471,93,138,,,24.14,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2000,,,"AHS",13.1,27.75,0,220.46,624,116,213,,,18.95,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2001,,,"AHS",10.17,15.33,0,131.5,790,57,123,,,11.42,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2002,,,"AHS",11.12,13.99,0,128,998,72,171,,,12.17,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2003,,,"AHS",11.44,18.5,0,169.82,1007,72,203,,,13.54,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2004,,,"AHS",11.22,19.6,0,275,1050,97,238,,,12.72,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2005,,,"AHS",11.35,18.88,0,275,1265,115,292,,,12.85,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2006,,,"AHS",11.92,16.95,0,124,1318,197,308,,,13.23,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2007,,,"AHS",11.53,24.22,0,254,1335,179,279,,,13.99,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2008,,,"AHS",11.51,19.71,0,254,1347,140,269,,,12.85,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2009,,,"AHS",11.31,14.84,0,164,1325,107,264,,,11.97,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2010,,,"AHS",12.41,19.01,0,254,1312,96,308,,,13.45,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2011,,,"AHS",12.38,14.2,0,116,1202,104,240,,,12.1,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2012,,,"AHS",11.3,19.71,0,254,1256,104,222,,,12.14,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2013,,,"AHS",12.29,20.43,0,200,1217,125,269,,,14.03,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2014,,,"AHS",12.14,21.37,0,200,1095,115,216,,,14.02,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2015,,,"AHS",11.74,18.61,0,125,1047,126,229,,,14.7,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2016,,,"AHS",14.15,25.71,0,310,1147,173,292,,,17,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2017,,,"AHS",12.76,17.59,0,164,689,118,128,,,13.69,
"HS","HS","","All countries  All --- All  ","02","MEAT AND EDIBLE MEAT OFFAL",2018,,,"AHS",14.83,28.95,0,260,771,152,152,,,17.02,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",1996,,,"AHS",6.8,10.89,0,55,307,7,67,,,10.43,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",1997,,,"AHS",6.99,7.85,0,45,378,2,68,,,9.95,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",1998,,,"AHS",8.63,9.87,0,50,379,8,85,,,11.53,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",1999,,,"AHS",8.04,9.11,0,60,378,8,69,,,10.2,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2000,,,"AHS",7.85,12.73,0,145,598,11,99,,,10.63,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2001,,,"AHS",9.02,9.52,0,65,539,91,102,,,10.03,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2002,,,"AHS",9.6,12.79,0,145,710,112,112,,,9.74,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2003,,,"AHS",9.25,13.42,0,145,796,112,136,,,11.44,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2004,,,"AHS",8.68,9.43,0,70,727,124,125,,,9.4,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2005,,,"AHS",8.41,9.32,0,90,692,116,114,,,9.88,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2006,,,"AHS",8.24,8.67,0,90,741,103,106,,,9.32,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2007,,,"AHS",6.92,8.74,0,90,693,98,85,,,8.62,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2008,,,"AHS",7.85,8.31,0,53,726,87,95,,,9.23,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2009,,,"AHS",7.16,7.37,0,53,742,90,84,,,8.5,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2010,,,"AHS",6.67,7.73,0,50,574,54,58,,,7.3,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2011,,,"AHS",6.05,7.98,0,50,595,40,54,,,5.98,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2012,,,"AHS",4.58,8.5,0,43,476,32,60,,,6.03,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2013,,,"AHS",5.55,8.53,0,50,443,29,64,,,7.53,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2014,,,"AHS",6.41,9.14,0,50,436,54,66,,,8.1,
"HS","HS","","All countries  All --- All  ","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I",2015,,,"AHS",5.83,9.25,0,50,430,59,59,,,7.76,
